Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Descripción,Entorno,Interesados,ID de los interesados,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace de incidencia saliente (Blocks),Adjunto,Campo personalizado (Clasificación),Campo personalizado (Color de la incidencia),Campo personalizado (Estimacion Fibonacci),Campo personalizado (Estimación Fibonacci),Campo personalizado (Fecha de inicio),Campo personalizado (Priorizacion MoSCoW),Sprint,Campo personalizado (Story point estimate),Campo personalizado (Team),Campo personalizado (Vulnerabilidad),Campo personalizado (development),Categoría de estado,Categoría de estado cambiada,Principal,Clave principal,Parent summary
ST5.1 Crear endpoint GET /pacientes/{id}.,AR-437,10862,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:46 PM,27/ago/26 5:54 AM,,27/ago/26 5:54 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003d7:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:54 AM,10861,AR-436,T5_HU10 Implementar endpoint de detalle
ST5.2 Validar ID.,AR-438,10863,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:46 PM,27/ago/26 5:54 AM,,27/ago/26 5:54 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003df:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:54 AM,10861,AR-436,T5_HU10 Implementar endpoint de detalle
ST5.3 Buscar paciente.,AR-439,10864,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:46 PM,27/ago/26 5:55 AM,,27/ago/26 5:55 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003dn:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:55 AM,10861,AR-436,T5_HU10 Implementar endpoint de detalle
ST5.4 Manejar paciente inexistente.,AR-440,10865,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:46 PM,27/ago/26 5:55 AM,,27/ago/26 5:55 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003dv:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:55 AM,10861,AR-436,T5_HU10 Implementar endpoint de detalle
ST5.5 Definir respuesta.,AR-441,10866,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:46 PM,27/ago/26 5:55 AM,,27/ago/26 5:55 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003e3:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:55 AM,10861,AR-436,T5_HU10 Implementar endpoint de detalle
ST5.6 Documentar endpoint.+,AR-442,10867,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:46 PM,27/ago/26 5:55 AM,,27/ago/26 5:55 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003eb:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:55 AM,10861,AR-436,T5_HU10 Implementar endpoint de detalle
T6_HU10 Implementar autorización,AR-443,10868,Tarea,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,diego.coaquira,712020:550ea436-301e-466a-979d-dd61a44653c0,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:47 PM,27/ago/26 5:26 AM,,27/ago/26 5:26 AM,,0,"Aquí reutilizamos lo construido en *HU-08*.

Podemos definir un permiso:

{noformat}PACIENTE_CONSULTAR{noformat}

Pero necesitamos además considerar *qué paciente está consultando*.

Una posible matriz:

||Rol||Buscar pacientes||Ver detalle||
|Administrador|✅|✅|
|Médico|✅|✅|
|Recepcionista|✅|✅|
|Paciente|❌*|👤|

* Podemos hacer que el paciente no utilice búsqueda general y simplemente tenga acceso a *""Mi perfil""*.

Yo recomiendo esta alternativa:

{noformat}PACIENTE{noformat}

   │

   └── Mi perfil

          ↓

GET /api/me

en lugar de permitir:

{noformat}GET /api/pacientes?nombre=...{noformat}

Porque es mucho más fácil de asegurar.",,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003ej:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:26 AM,,,
ST6.1 Crear permiso PACIENTE_CONSULTAR.,AR-444,10869,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:47 PM,27/ago/26 5:55 AM,,27/ago/26 5:55 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003er:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:55 AM,10868,AR-443,T6_HU10 Implementar autorización
ST6.2 Asignarlo a los roles correspondientes.,AR-445,10870,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:47 PM,27/ago/26 5:55 AM,,27/ago/26 5:55 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003ez:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:55 AM,10868,AR-443,T6_HU10 Implementar autorización
ST6.3 Proteger endpoint de búsqueda.,AR-446,10871,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:47 PM,27/ago/26 5:55 AM,,27/ago/26 5:55 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003f7:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:55 AM,10868,AR-443,T6_HU10 Implementar autorización
ST6.4 Proteger endpoint de detalle.,AR-447,10872,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:47 PM,27/ago/26 5:55 AM,,27/ago/26 5:55 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003ff:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:55 AM,10868,AR-443,T6_HU10 Implementar autorización
ST6.5 Implementar restricción de paciente sobre sí mismo.,AR-448,10873,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:47 PM,27/ago/26 5:55 AM,,27/ago/26 5:55 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003fn:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:55 AM,10868,AR-443,T6_HU10 Implementar autorización
ST6.6 Verificar que un paciente no consulte otro perfil.,AR-449,10874,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:48 PM,27/ago/26 5:55 AM,,27/ago/26 5:55 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003fv:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:55 AM,10868,AR-443,T6_HU10 Implementar autorización
ST6.7 Probar acceso de cada rol.,AR-450,10875,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:48 PM,27/ago/26 5:55 AM,,27/ago/26 5:55 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003g3:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:55 AM,10868,AR-443,T6_HU10 Implementar autorización
T7_HU10 Implementar interfaz de búsqueda,AR-451,10876,Tarea,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,diego.coaquira,712020:550ea436-301e-466a-979d-dd61a44653c0,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:48 PM,27/ago/26 5:26 AM,,27/ago/26 5:26 AM,,0,"Conceptualmente:

┌──────────────────────────────────────────┐

│ PACIENTES                                │

│                                          │

│ Buscar: [ Pérez________________ ] [🔍]   │

│                                          │

├──────────────────────────────────────────┤

│ CI          Nombre           Acciones    │

│ 12345678    Juan Pérez       [Ver]      │

│ 87654321    María Pérez      [Ver]      │

└──────────────────────────────────────────┘

Al seleccionar:

──────────────────────────────────────────

│ INFORMACIÓN DEL PACIENTE                 │

│                                          │

│ Juan Carlos Pérez López                  │

│ CI: 12345678                             │

│ Fecha nacimiento: 20/05/2000             │

│ Sexo: Masculino                          │

│ Teléfono: 70000000                       │

│ Correo: [juan@example.com|mailto:juan@example.com]                 │

│                                          │

│ [Volver]                                 │

└──────────────────────────────────────────┘",,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,AR-13,,0|i003gb:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:26 AM,,,
"ST7.1 Crear pantalla ""Pacientes"".",AR-452,10877,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:49 PM,27/ago/26 5:56 AM,,27/ago/26 5:56 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003gj:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:56 AM,10876,AR-451,T7_HU10 Implementar interfaz de búsqueda
ST7.2 Crear campo de búsqueda.,AR-453,10878,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:49 PM,27/ago/26 5:56 AM,,27/ago/26 5:56 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003gr:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:56 AM,10876,AR-451,T7_HU10 Implementar interfaz de búsqueda
ST7.3 Crear selector del tipo de búsqueda.,AR-454,10879,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:50 PM,27/ago/26 5:56 AM,,27/ago/26 5:56 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003gz:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:56 AM,10876,AR-451,T7_HU10 Implementar interfaz de búsqueda
"ST7.4 Crear botón ""Buscar"".",AR-455,10880,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:50 PM,27/ago/26 5:56 AM,,27/ago/26 5:56 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003h7:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:56 AM,10876,AR-451,T7_HU10 Implementar interfaz de búsqueda
ST7.5 Mostrar resultados.,AR-456,10881,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:50 PM,27/ago/26 5:56 AM,,27/ago/26 5:56 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003hf:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:56 AM,10876,AR-451,T7_HU10 Implementar interfaz de búsqueda
ST7.6 Mostrar mensaje sin resultados.,AR-457,10882,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:50 PM,27/ago/26 5:56 AM,,27/ago/26 5:56 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003hn:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:56 AM,10876,AR-451,T7_HU10 Implementar interfaz de búsqueda
ST7.7 Permitir seleccionar paciente.,AR-458,10883,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:50 PM,27/ago/26 5:56 AM,,27/ago/26 5:56 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003hv:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:56 AM,10876,AR-451,T7_HU10 Implementar interfaz de búsqueda
ST7.8 Crear vista de detalle.,AR-459,10884,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:50 PM,27/ago/26 5:56 AM,,27/ago/26 5:56 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003i3:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:56 AM,10876,AR-451,T7_HU10 Implementar interfaz de búsqueda
T8_HU10 Pruebas,AR-460,10885,Tarea,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,diego.coaquira,712020:550ea436-301e-466a-979d-dd61a44653c0,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:50 PM,27/ago/26 5:50 AM,,27/ago/26 5:33 AM,,0,"h3. Pruebas funcionales

* *ST8.1* Buscar paciente por CI.
* *ST8.2* Buscar por nombre.
* *ST8.3* Buscar por apellido.
* *ST8.4* Buscar paciente inexistente.
* *ST8.5* Realizar búsqueda con múltiples resultados.
* *ST8.6* Consultar detalle de paciente.
* *ST8.7* Consultar ID inexistente.

h3. Pruebas de autorización

* *ST8.8* Consultar como Administrador.
* *ST8.9* Consultar como Médico.
* *ST8.10* Consultar como Recepcionista.
* *ST8.11* Intentar consultar como paciente un perfil ajeno.
* *ST8.12* Consultar propio perfil como paciente.
* *ST8.13* Intentar acceder sin autenticación.

h3. Pruebas técnicas

* *ST8.14* Verificar respuesta del API.
* *ST8.15* Verificar consultas PostgreSQL.
* *ST8.16* Verificar que no se devuelvan datos médicos de otras HU.
* *ST8.17* Verificar manejo de errores.",,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,AR-13,,0|i003ib:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:33 AM,,,
ST8.1 Buscar paciente por CI.,AR-461,10886,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:51 PM,27/ago/26 5:56 AM,,27/ago/26 5:56 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003ij:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:56 AM,10885,AR-460,T8_HU10 Pruebas
ST8.2 Buscar por nombre.,AR-462,10887,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:51 PM,27/ago/26 5:56 AM,,27/ago/26 5:56 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003ir:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:56 AM,10885,AR-460,T8_HU10 Pruebas
ST8.3 Buscar por apellido.,AR-463,10888,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:51 PM,27/ago/26 5:56 AM,,27/ago/26 5:56 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003iz:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:56 AM,10885,AR-460,T8_HU10 Pruebas
ST8.4 Buscar paciente inexistente.,AR-464,10889,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:51 PM,27/ago/26 5:56 AM,,27/ago/26 5:56 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003j7:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:56 AM,10885,AR-460,T8_HU10 Pruebas
ST8.5 Realizar búsqueda con múltiples resultados.,AR-465,10890,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:51 PM,27/ago/26 5:56 AM,,27/ago/26 5:56 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003jf:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:56 AM,10885,AR-460,T8_HU10 Pruebas
ST8.6 Consultar detalle de paciente.,AR-466,10891,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:51 PM,27/ago/26 5:56 AM,,27/ago/26 5:56 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003jn:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:56 AM,10885,AR-460,T8_HU10 Pruebas
ST8.7 Consultar ID inexistente.,AR-467,10892,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:51 PM,27/ago/26 5:56 AM,,27/ago/26 5:56 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003jv:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:56 AM,10885,AR-460,T8_HU10 Pruebas
ST8.8 Consultar como Administrador.,AR-468,10893,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:51 PM,27/ago/26 5:56 AM,,27/ago/26 5:56 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003k3:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:56 AM,10885,AR-460,T8_HU10 Pruebas
ST8.9 Consultar como Médico.,AR-469,10894,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:51 PM,27/ago/26 5:56 AM,,27/ago/26 5:56 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003kb:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:56 AM,10885,AR-460,T8_HU10 Pruebas
ST8.10 Consultar como Recepcionista.,AR-470,10895,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:51 PM,27/ago/26 5:57 AM,,27/ago/26 5:57 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003kj:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:57 AM,10885,AR-460,T8_HU10 Pruebas
ST8.11 Intentar consultar como paciente un perfil ajeno.,AR-471,10896,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:51 PM,27/ago/26 5:57 AM,,27/ago/26 5:57 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003kr:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:57 AM,10885,AR-460,T8_HU10 Pruebas
ST8.12 Consultar propio perfil como paciente.,AR-472,10897,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:51 PM,27/ago/26 5:57 AM,,27/ago/26 5:57 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003kz:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:57 AM,10885,AR-460,T8_HU10 Pruebas
