Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Descripción,Entorno,Interesados,ID de los interesados,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace de incidencia saliente (Blocks),Adjunto,Campo personalizado (Clasificación),Campo personalizado (Color de la incidencia),Campo personalizado (Estimacion Fibonacci),Campo personalizado (Estimación Fibonacci),Campo personalizado (Fecha de inicio),Campo personalizado (Priorizacion MoSCoW),Sprint,Campo personalizado (Story point estimate),Campo personalizado (Team),Campo personalizado (Vulnerabilidad),Campo personalizado (development),Categoría de estado,Categoría de estado cambiada,Principal,Clave principal,Parent summary
ST4.7 Retornar resultado de la operación.,AR-211,10636,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 1:45 PM,20/ago/26 10:28 PM,,,,0,"Por ejemplo:

{noformat}PUT /api/usuarios/15/rol{noformat}

Request:

{

  ""id_rol"": 2

}

Resultado conceptual:

Usuario 15

    │

    ├── username: juan123

    │

    └── id_rol: 2

                  │

                  ▼

               MÉDICO",,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00203:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 1:45 PM,10629,AR-204,T4_HU07 Implementar asignación de rol
ST5.1 Crear endpoint para consultar roles.,AR-213,10638,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 1:49 PM,20/ago/26 10:28 PM,,,,0,GET /api/roles,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0020j:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 1:49 PM,10637,AR-212,T5_HU07 Implementar endpoints
ST5.2 Crear endpoint para consultar usuario.,AR-214,10639,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 1:49 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0020r:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 1:49 PM,10637,AR-212,T5_HU07 Implementar endpoints
ST5.3 Crear endpoint para asignar/modificar rol.,AR-215,10640,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 1:49 PM,20/ago/26 10:28 PM,,,,0,PUT /api/usuarios/{id}/rol,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0020z:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 1:49 PM,10637,AR-212,T5_HU07 Implementar endpoints
ST5.4 Validar parámetros.,AR-216,10641,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 1:50 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00217:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 1:50 PM,10637,AR-212,T5_HU07 Implementar endpoints
ST5.5 Definir códigos HTTP.,AR-217,10642,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 1:50 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0021f:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 1:50 PM,10637,AR-212,T5_HU07 Implementar endpoints
ST5.6 Documentar endpoints.,AR-218,10643,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 1:50 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0021n:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 1:50 PM,10637,AR-212,T5_HU07 Implementar endpoints
ST6.1 Crear middleware genérico requireRole(...roles) reutilizable        (si no se creó ya en HU-05/HU-06),AR-220,10645,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 4:35 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00223:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 4:35 PM,10644,AR-219,T6_HU07 Proteger operaciones de roles
ST6.2 Aplicar requireRole('ADMINISTRADOR') a los endpoints de HU-07,AR-221,10646,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 4:35 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0022b:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 4:35 PM,10644,AR-219,T6_HU07 Proteger operaciones de roles
ST6.3 Probar acceso no autorizado (403) y sin autenticar (401),AR-222,10647,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 4:35 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0022j:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 4:35 PM,10644,AR-219,T6_HU07 Proteger operaciones de roles
ST6.4 Documentar,AR-224,10649,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 4:39 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0022r:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 4:39 PM,10644,AR-219,T6_HU07 Proteger operaciones de roles
ST7.1 Crear pantalla de gestión de usuarios.,AR-228,10653,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:00 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00237:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:00 PM,10652,AR-227,T7_HU07 implementar interfaz de gestión
ST7.2 Mostrar usuario seleccionado.,AR-229,10654,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:00 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0023f:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:00 PM,10652,AR-227,T7_HU07 implementar interfaz de gestión
ST7.3 Mostrar rol actual.,AR-230,10655,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:00 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0023n:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:00 PM,10652,AR-227,T7_HU07 implementar interfaz de gestión
ST7.4 Mostrar selector de roles.,AR-231,10656,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:00 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0023v:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:00 PM,10652,AR-227,T7_HU07 implementar interfaz de gestión
ST7.5 Permitir seleccionar nuevo rol.,AR-232,10657,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:00 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00243:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:00 PM,10652,AR-227,T7_HU07 implementar interfaz de gestión
ST7.6 Solicitar confirmación antes del cambio.,AR-233,10658,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:00 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0024b:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:00 PM,10652,AR-227,T7_HU07 implementar interfaz de gestión
ST7.7 Enviar solicitud al backend.,AR-234,10659,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:00 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0024j:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:00 PM,10652,AR-227,T7_HU07 implementar interfaz de gestión
ST7.8 Mostrar confirmación.,AR-235,10660,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:00 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0024r:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:00 PM,10652,AR-227,T7_HU07 implementar interfaz de gestión
ST7.9 Mostrar errores.,AR-236,10661,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:01 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0024z:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:01 PM,10652,AR-227,T7_HU07 implementar interfaz de gestión
ST8.1 Consultar roles existentes.,AR-238,10663,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:02 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0025f:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:02 PM,10662,AR-237,T8_HU07 Pruebas
ST8.2 Asignar rol válido.,AR-239,10664,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:02 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0025n:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:02 PM,10662,AR-237,T8_HU07 Pruebas
ST8.3 Modificar rol.,AR-240,10665,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:03 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0025v:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:03 PM,10662,AR-237,T8_HU07 Pruebas
ST8.4 Intentar asignar rol inexistente.,AR-241,10666,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:03 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00263:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:03 PM,10662,AR-237,T8_HU07 Pruebas
ST8.5 Intentar modificar usuario inexistente.,AR-242,10667,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:03 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0026b:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:03 PM,10662,AR-237,T8_HU07 Pruebas
ST8.6 Intentar dejar usuario sin rol.,AR-243,10668,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:03 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0026j:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:03 PM,10662,AR-237,T8_HU07 Pruebas
ST8.7 Probar como Administrador.,AR-244,10669,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:03 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0026r:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:03 PM,10662,AR-237,T8_HU07 Pruebas
ST8.8 Probar como Médico.,AR-245,10670,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:03 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0026z:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:03 PM,10662,AR-237,T8_HU07 Pruebas
ST8.9 Probar como Recepcionista.,AR-246,10671,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:03 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00277:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:03 PM,10662,AR-237,T8_HU07 Pruebas
ST8.10 Probar como Paciente.,AR-247,10672,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:03 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0027f:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:03 PM,10662,AR-237,T8_HU07 Pruebas
ST8.11 Verificar persistencia en PostgreSQL.,AR-248,10673,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:03 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0027n:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:03 PM,10662,AR-237,T8_HU07 Pruebas
ST8.12 Verificar que el cambio se refleje en posteriores autenticaciones.,AR-249,10674,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:03 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0027v:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:03 PM,10662,AR-237,T8_HU07 Pruebas
ST1.1 Identificar funcionalidades protegidas.,AR-251,10676,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:15 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0028b:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:15 PM,10675,AR-250,T1_HU08 Definir matriz de permisos
ST1.2 Identificar operaciones por funcionalidad.,AR-252,10677,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:15 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0028j:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:15 PM,10675,AR-250,T1_HU08 Definir matriz de permisos
ST1.3 Definir permisos para Administrador.,AR-253,10678,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:15 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0028r:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:15 PM,10675,AR-250,T1_HU08 Definir matriz de permisos
ST1.4 Definir permisos para Médico.,AR-254,10679,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:15 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0028z:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:15 PM,10675,AR-250,T1_HU08 Definir matriz de permisos
ST1.5 Definir permisos para Recepcionista.,AR-255,10680,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:16 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00297:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:16 PM,10675,AR-250,T1_HU08 Definir matriz de permisos
ST1.6 Definir permisos para Paciente.,AR-256,10681,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:16 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0029f:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:16 PM,10675,AR-250,T1_HU08 Definir matriz de permisos
ST1.7 Documentar la matriz.,AR-257,10682,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:16 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0029n:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:16 PM,10675,AR-250,T1_HU08 Definir matriz de permisos
ST1.8 Validar la matriz con el equipo.,AR-258,10683,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:16 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0029v:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:16 PM,10675,AR-250,T1_HU08 Definir matriz de permisos
ST2.1 Revisar estructura actual de ROL.,AR-260,10685,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:21 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002ab:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:21 PM,10684,AR-259,T2_HU08 Diseñar modelo de autorización
